text,SVM_TFIDF,annotation,sentiment,ENSEMBLE_TFIDF,ENSEMBLE_W2V,SVM_W2V,KNN_TFIDF,KNN_W2V,NV_TFIDF,NV_W2V,RF_TFIDF,RF_W2V
 we should push for hefty fines for obstruction  denial of service  illegal parking in private parking space and getting these jerks towed to a pund  then  they may get the message  just try to leave a gas car parked at any gas station and see what happens ,0,0,0.6857199,0,0,0,0,0,0,0,0,0
 you openness and vulnerability mean so much   thank you ,0,0,0.034899745,0,0,0,0,0,0,0,0,0
i push people away if i feel them getting to close to my vulnerability ,0,0,0.68412673,0,0,0,0,1,0,0,0,0
wireless infusion pumps could increase  cybersecurity  vulnerability  ,0,1,0.38498262,0,0,0,0,0,0,0,0,0
i push people away if i feel them getting too close to my vulnerability ,0,0,0.7890933,0,0,0,0,0,0,0,0,0
 it  training as convenient and functional as it may sound  internet of things in itself has security flaws we all must take note of when using them  especially due to it is connectivity  the vulnerability of  hack   ,0,0,0.64211357,0,1,1,0,0,0,0,0,0
cve 2018 16331  admin php s  admin doedit in damicms v6 0 0 allows csrf to change the administrator accountis password  vulmon vulnerability feed  vulmonfeeds  september 3  2018,1,1,0.51000696,1,1,1,1,1,1,1,1,1
microsoft  edge memory corruption vulnerability execute arbitrary code crafted web site remote  cve 2016 0123  patch  vulnerability,1,1,0.3732594,1,1,1,0,0,1,1,0,0
as i mentioned in a previous tweet  princessevolution  ransomware  does not encrypt any file less than 19 bytes  ,0,1,0.57788986,0,0,0,0,1,0,0,0,0
getting a new russian vds due to  null routing the ip and not responding to an e mail i sent  new one is cheaper and offers anti ddos protection too ,0,0,0.761258,0,0,0,0,0,0,0,0,0
not go to protect our ddos ransom emails is cool but i deactivated temporarily if im depressed don   t want to go shoplifting you all  want to be,1,0,0.6910642,1,0,0,1,1,1,0,1,1
 bro  tell me about it  i   ve been dealing with ddos attacks ever since i moved ,0,1,0.8991454,0,0,0,0,0,0,0,0,0
 android  vulnerability exposes users data via wi fi ,1,1,0.19045524,1,1,1,1,1,1,1,1,1
exploit code poc published for intel chipset vulnerability   latest hacking news  by   cybersecurity,0,1,0.52502614,0,0,0,0,0,0,0,0,0
cve 2018 16330  pandao  1 5 0 allows xss via crafted attributes of an invalid img element  vulmon vulnerability feed  vulmonfeeds  september 3  2018,0,1,0.39915803,0,0,0,0,0,0,0,0,0
from your lips to gods ears ,0,0,0.2410862,0,0,0,0,0,0,0,0,0
windows 10 news recap  amazon might be working on a uwp alexa app  user exposes zero day vulnerability on twitter  and more ,0,0,0.30336475,0,0,0,0,0,0,0,0,0
cve 2018 16329  in imagemagick before 7 0 8 8  a null pointer dereference exists in the getmagickproperty function in magickcore property c  vulmon vulnerability feed  vulmonfeeds  september 3  2018,0,1,0.25430334,0,0,0,0,0,0,0,0,0
true dat   infosec goes for any data or system incident though ,0,0,0.33449405,0,0,1,1,1,1,0,0,1
 cyberwar  anonymous an approach to vulnerability assessment for navy supervisory control and data acquisition  ,0,0,0.25898415,0,0,0,0,0,0,0,0,0
 serve us  not fucking steal our rights away  and lie about it to our faces  and then u lied about a ddos attack u knew never,0,1,0.7583306,0,1,0,0,1,0,0,0,1
vulnerability is strength,0,0,0.31691813,0,0,0,0,0,0,0,0,0
mysterybot  the new android malware that fuses keylogger  ransomware  and banking trojan  ,0,1,0.52670985,0,0,0,0,0,0,0,0,0
cve 2018 16384 a sql injection bypass  aka pl1 bypass  exists in owasp modsecurity core rule set  owasp modsecurity crs  through v3 1 0 rc3 via   a b  where a is a special function name  such as  if   and b is the sql statement to    ,0,1,0.41399935,0,0,0,0,0,0,0,0,1
cve 2018 16385 thinkphp before 5 1 23 allows sql injection via the public index index test index query string   ,0,1,0.61146903,0,0,0,0,0,0,0,0,0
cve 2018 16387 an issue was discovered in elefant cms before 2 0 5  there is a csrf vulnerability that can add an account via user add   ,0,1,0.61470395,0,0,0,0,0,0,0,0,0
rt   cios shifting focus from    cybersecurity as a concern    to  ransomware   blockchain       cc  ,0,0,0.10380506,1,1,1,0,1,0,0,0,1
  report finds cryptocurrency mining detections doubles  ransomware remains an enterprise threat  cryptojacking  malware  ransomware ,0,0,0.6617322,0,0,0,0,0,0,0,0,0
cve 2018 16384 a sql injection bypass  aka pl1 bypass  exists in owasp modsecurity core rule set  owasp modsecurity crs  through v3 1 0 rc3 via   a b  where a is a special function name  such as  if   and b is the sql statement to    ,0,1,0.41399935,0,0,0,0,0,0,0,0,0
cve 2018 16385 thinkphp before 5 1 23 allows sql injection via the public index index test index query string   ,0,1,0.61146903,0,0,0,0,0,0,0,0,0
cve 2018 16387 an issue was discovered in elefant cms before 2 0 5  there is a csrf vulnerability that can add an account via user add   ,1,1,0.61470395,1,1,1,0,0,1,1,0,0
cve 2018 16328  in imagemagick before 7 0 8 8  a null pointer dereference exists in the checkeventlogging function in magickcore log c  vulmon vulnerability feed  vulmonfeeds  september 3  2018,1,1,0.27294376,1,1,1,1,1,1,1,1,1
these are the most attacked industries  most popular targets and what data is more desirable for attackers  infographic        infosec  cybersecurity  cyberattack  hack  breach  threat  cyberwarfare  malware  ransomware  cyberwarning  phishing  spyware  tech  technology ,0,0,0.80215406,0,0,0,0,0,0,0,0,0
 goes into the mahoucore tag in a fit of vulnerability and sees kelly edenis bedroom ,0,0,0.16971602,0,0,0,1,0,0,0,0,0
but that vulnerability  yikes  it makes me very uncomfortable ,0,0,0.975935,0,0,0,1,0,0,0,0,0
the tricky thing about vulnerability is the misunderstanding of your narrative that   s life tho lol,0,0,0.28094676,0,0,0,1,1,0,0,0,1
 na  ve vulnerability says  i   ll be praised for showing up   awake vulnerability says  i could be criticized  even ostracized  i   m showing up anyway      ,0,0,0.27478573,0,0,0,0,0,0,0,0,0
cve 2018 16327  there is stored xss in subrion 4 2 1 via the admin panel url configuration  vulmon vulnerability feed  vulmonfeeds  september 3  2018,0,1,0.35662812,0,0,0,0,0,0,0,0,0
newbie hacker fingered for monster botnet   daily beast ,1,1,0.11711034,1,1,0,1,0,1,0,0,1
rt to share so a depressed alexa call my niggas on your ip range we just told off of our ddos by custom net it downed offline apophissquad,1,0,0.811372,1,1,1,1,1,1,1,1,1
 cybersecurite   alleged    satori    iot botnet operator sought media spotlight  got indicted  ,0,0,0.7605304,0,0,0,0,0,0,0,0,0
with  browser  extensions comes a large  attack  vector that could be used to serve  ads  circumvent  security features  or gain  access to your  computer  learn how to avoid the  malicious ones   cybersecurity  infosec  malware  vulnerability  ,0,0,0.855686,0,1,1,0,1,0,1,0,1
im going to fucking block you just because they ddos prot provider to this planet i need to my dick changing gears,0,0,0.76120704,1,0,0,0,1,0,0,1,1
cve 2018 16325  there is xss in getsimple cms 3 4 0 9 via the admin edit php title field  vulmon vulnerability feed  vulmonfeeds  september 3  2018,0,1,0.36857396,0,0,0,0,0,0,0,0,0
bitcoin cash  problems working with  20mb blocks  don   t even manage to get 1mb blocks filled outside of tests  going to split due to differences in block size increase opinions                      ,0,0,0.94468766,0,0,0,0,0,0,1,0,0
alleged    satori    iot botnet operator sought media spotlight  got indicted  from krebs ,1,0,0.8809369,1,1,1,1,1,1,1,1,1
 krebs alleged    satori    iot botnet operator sought media spotlight  got indicted  20 year old from vancouver  washington was indicted last week on federal hacking charges and for allegedly operating the    satori    botnet  a malware strain unleashed last    ,0,0,0.7797072,0,0,1,0,0,0,0,0,0
computer tip of the day  rescuing your computer from ransomware  ,1,0,0.27406877,1,1,1,1,1,1,1,1,1
emotional vulnerability in the face of brute insensitivity is real strength ,0,0,0.920805,0,0,0,0,0,0,0,0,0
alleged    satori    iot botnet operator sought media spotlight  got indicted  a 20 year old from vancouver  washington was indicted last week on federal hacking charges and for allegedly operating the  satori  botnet  a malware strain unleashed last year     ,0,0,0.7914312,0,0,0,0,0,0,0,0,0
alleged    satori    iot botnet operator sought media spotlight  got indicted   via  ,0,0,0.6844036,0,1,1,0,0,0,0,0,0
alleged    satori    iot botnet operator sought media spotlight  got indicted     via ,0,0,0.6844036,0,0,1,0,0,0,1,0,0
alleged    satori    iot botnet operator sought media spotlight  got indicted  krebs on security,0,0,0.7667776,0,0,0,0,0,0,0,0,0
cybercriminals are moving away from attention grabbing ransomware attacks to more covert methods intended to steal money and valuable computing resources globally including in india  cyber security leader trend micro said on thursday crypto jacking ,1,0,0.8023295,1,1,0,1,1,1,0,1,1
alleged    satori    iot botnet operator sought media spotlight  got indicted  iot ,0,0,0.7232772,0,0,0,1,0,0,0,0,0
alleged    satori    iot botnet operator sought media spotlight  got indicted  briankrebs september 03  2018 at 04 31am,1,0,0.38507187,1,1,1,1,1,1,1,1,1
alleged    satori    iot botnet operator sought media spotlight  got indicted   krebs  cybersecurity  infosec,1,0,0.5876532,1,1,1,1,1,1,1,1,1
cve 2018 16324  in icewarp server 12 0 3 1 and before  there is xss in the  webmail  username field  vulmon vulnerability feed  vulmonfeeds  september 3  2018,0,1,0.33919048,0,0,0,0,0,0,0,0,0
alleged    satori    iot botnet operator sought media spotlight  got indicted  from  briankrebs,0,0,0.8809369,0,0,0,0,0,0,0,0,0
alleged    satori    iot botnet operator sought media spotlight  got indicted   cybersecurity  privacy briankrebs,0,0,0.50167304,0,0,0,0,0,0,0,0,0
android vulnerability exposes users data via wi fi ,0,1,0.19045524,0,0,0,0,0,0,0,0,0
 itsecurity  itsec github   maestron botnets  this is a collection of  botnet source codes  unorganized  for educational purposes only  see more ,0,1,0.570224,0,1,1,0,0,1,1,0,0
alleged    satori    iot botnet operator sought media spotlight  got indicted   briankrebs  infosec,0,0,0.62763953,0,0,0,0,0,0,0,0,0
alleged    satori    iot botnet operator sought media spotlight  got indicted    cybersecurity  infosec  news ,0,0,0.66238064,0,0,0,0,0,0,0,0,0
this is a collection of botnet source codes ,1,1,0.16706032,0,0,0,1,0,0,0,0,0
when i finally able to decypt the shellcode on runtime from vbs in browser at rce     at 05 00 ,0,1,0.17822343,0,1,0,1,1,1,0,0,1
alleged isatori  iot botnet operator sought media spotlight  got indicted   krebs on security ,0,0,0.7667776,0,0,0,0,0,0,0,0,0
cve 2018 16323  readxbmimage in coders xbm c in imagemagick before 7 0 8 9 leaves data uninitialized when processing an xbm file that has a negative pixel value  if the affected code is used as a library loaded into   vulmon vulnerability feed  vul   ,0,1,0.6476762,0,1,1,1,1,1,0,0,1
the vulnerability that issa exhibited in this episode is refreshing ,0,0,0.10177721,0,0,0,1,0,0,0,0,0
44  off new internet security 2019 ultimate protection  amp  privacy against internet threats on windows  webcam protection  multi layer ransomware protection keeps files safe  prevent unauthorized changes 2 your  important files   security  ransomware  safety ,1,0,0.3473257,1,1,1,0,0,1,1,1,1
protect  your customers  access prestashop anti ddos attack  prestashop  ,0,0,0.34471422,0,0,0,0,0,0,0,0,0
software engineer  cyber vulnerability researcher    herndon   va   get marine engineering jobs,0,0,0.29210532,0,0,0,0,0,0,0,0,0
is a dos attack possible on a single home connection when the isp uses nat    ddos,0,0,0.67816967,0,0,0,0,0,0,0,0,0
vulnerability usually always comes after heartbreak,1,0,0.3877812,1,0,1,1,1,1,0,1,1
at the moment  i am managing the refurbishing of an old application which was built with nodejs v6 10 2  all the dependencies are outdated and with the help of a retired js i can see a lot of vulnerability issues    author     ,0,0,0.29255775,0,0,0,0,0,0,0,0,0
alleged    satori    iot botnet operator sought media spotlight  got indicted   security,0,0,0.7755789,0,0,0,0,0,0,0,0,0
why everyone   s thinking about  ransomware the wrong way    information  security buzz ,0,0,0.46820763,0,0,0,0,0,0,0,0,0
 alleged    satori    iot botnet operator sought media spotlight  got indicted  via briankrebs ,0,0,0.6556785,0,0,0,0,0,0,0,0,0
briankrebs posted  alleged  isatori   iot botnet operator sought media spotlight  got indicted   see full original article   our feeds  ,1,0,0.49376538,1,1,1,1,1,1,1,1,1
alleged isatori  iot botnet operator sought media spotlight  got indicted   krebs on security  iot ,1,0,0.75682855,1,1,1,1,1,1,1,1,1
krebs on security alleged    satori    iot botnet operator sought media spotlight  got indicted ,0,0,0.75181586,0,0,0,0,0,0,0,0,0
alleged    satori    iot botnet operator sought media spotlight  got indicted     security  cybersecurity  infosec,0,0,0.6201274,0,0,0,0,0,0,0,0,0
new android vulnerability allows apps to bypass permission checks and access broadcast system information ,0,1,0.31927451,0,0,0,0,0,0,0,0,0
cve 2018 16320  idreamsoft icms 7 0 11 allows admincp php app config directory traversal  resulting in execution of arbitrary php code from a zip file  vulmon vulnerability feed  vulmonfeeds  september 3  2018,0,1,0.50077415,0,0,1,0,0,0,1,0,0
krebs on security    alleged    satori    iot botnet operator sought media spotlight  got indicted  ,0,0,0.75181586,0,0,0,0,0,0,0,0,0
alleged    satori    iot botnet operator sought media spotlight  got indicted   iot  internetofthings  cybersecurity,0,0,0.5795197,0,0,0,0,0,0,0,0,0
alleged isatori  iot botnet operator sought media spotlight  got indicted   iot  internetofthings  cybersecurity,0,0,0.5795197,0,0,0,0,1,0,0,0,0
microsoft  edge memory corruption vulnerability execute arbitrary code crafted web site remote attackers  cve 2016 0116  patch  infosec,0,1,0.355431,0,0,1,0,1,0,0,0,1
alleged    satori    iot botnet operator sought media spotlight  got indicted     krebs on security  cybercrime  blogs  osint  cybersecurity ,1,0,0.66550606,1,1,0,1,1,1,1,1,1
cve 2018 16316  a stored cross site scripting  xss  vulnerability in portainer through 1 19 1 allows remote authenticated users to inject arbitrary javascript and or html via the team name field   ,0,1,0.5106971,0,0,1,0,0,0,1,0,0
alleged    satori    iot botnet operator sought media spotlight  got indicted     krebs on security ,1,0,0.7667776,0,0,0,1,0,0,0,0,0
 please notify your it security team about a security vulnerability obb 672280 on your website ,1,1,0.4470014,1,1,1,0,0,0,0,1,1
alleged isatori  iot botnet operator sought media spotlight  got indicted   krebs on security ,0,0,0.7667776,0,0,0,0,0,0,0,0,0
alleged    satori    iot botnet operator sought media spotlight  got indicted  a 20 year old from vancouver  washington was indicted last week on federal hacking charges and for allegedly operating the  satori  botnet  a malware strain unleashed last year    ,0,0,0.7914312,0,0,0,0,0,0,0,0,0
  imagine threating to ddos some one in 2018     ,1,0,0.44213986,1,1,1,1,1,1,1,1,1
cve 2018 16316  a stored cross site scripting  xss  vulnerability in portainer through 1 19 1 allows remote authenticated users to inject arbitrary javascript and or html via the team name field  vulmon vulnerability feed  vulmonfeeds  september 3  2018,0,1,0.52502996,0,0,0,0,0,0,0,0,0
pathological persistence is not loyalty  emotional vulnerability is not goodness  do not deceive yourself ,0,0,0.45711786,0,0,0,0,0,0,0,0,0
